-0.000,-0.000,3.685,7.281,6.913,6.563,10.854,15.184,14.563,16.946,6.380,16.106,18.313,17.122,11.674,-0.000,-0.000,-0.000,44.117,43.165,35.331,37.073,30.391,16.666,8.624,6.947,0.126,0.709,-0.000,-0.000,21.542,24.197,29.915,27.386,31.126,47.334,49.581,53.437,52.237,49.052,64.975,64.124,59.037,61.303,55.392,52.430,51.352,46.386,55.537,49.676,37.848,34.916,30.609,39.075,35.993,21.097,18.568,15.945,19.619,18.736,20.416,24.464,26.270,37.028
-0.000,-0.000,2.870,6.463,6.024,5.611,9.941,14.309,13.657,16.053,5.683,15.439,17.740,16.581,11.142,-0.000,-0.000,-0.000,44.854,43.851,35.989,37.706,31.030,17.302,8.844,7.087,0.087,0.649,-0.000,-0.000,21.489,24.339,30.075,27.346,31.240,47.451,49.881,53.813,52.546,49.203,65.372,64.695,59.970,62.192,56.235,53.207,52.146,47.094,55.498,49.498,37.478,34.458,29.995,38.714,35.487,20.274,17.673,15.010,18.695,17.818,19.548,23.593,25.395,36.662
3.685,2.870,4.529,5.594,3.986,2.664,4.670,7.779,6.830,8.335,10.155,13.040,15.735,16.148,14.869,6.941,7.977,11.872,46.679,45.583,42.296,42.452,40.353,35.242,26.458,24.892,20.572,20.244,16.076,15.588,26.641,30.885,32.910,28.793,32.577,37.177,40.898,43.139,41.210,37.414,45.082,47.843,51.825,54.036,51.828,49.986,49.432,46.788,33.309,28.533,24.095,22.145,17.508,24.457,20.488,10.667,8.058,5.791,6.799,6.484,7.805,8.663,8.720,19.357
7.281,6.463,5.594,6.193,4.472,3.058,4.603,7.235,6.302,7.524,11.115,12.830,15.447,16.082,15.517,10.509,11.698,15.649,45.986,44.894,42.549,42.426,41.196,37.837,29.157,27.626,23.779,23.329,19.555,19.119,27.084,31.418,32.751,28.517,32.165,34.700,38.534,40.454,38.534,34.797,40.985,44.240,49.670,51.483,49.931,48.315,47.941,45.740,29.464,25.135,21.767,19.998,15.566,21.994,18.101,9.478,7.042,5.023,5.590,5.404,6.615,6.953,6.775,17.166
6.913,6.024,3.986,4.472,2.469,0.847,2.361,5.497,4.392,5.848,11.060,12.246,15.219,16.079,15.818,11.491,13.056,17.491,48.381,47.238,44.873,44.660,43.575,40.222,31.185,29.670,26.007,25.422,21.658,21.109,28.488,33.252,34.437,29.840,33.736,35.579,39.744,41.602,39.356,35.285,40.874,44.588,50.734,53.466,52.167,50.592,50.039,47.954,27.915,23.142,20.883,19.208,14.233,21.012,16.605,7.779,4.948,2.544,2.869,2.652,3.917,3.960,3.504,14.123
6.563,5.611,2.664,3.058,0.847,-0.000,0.558,3.978,2.756,4.338,10.690,11.525,14.751,15.769,15.730,11.930,13.741,18.549,50.129,48.929,46.589,46.295,45.347,42.092,32.623,31.074,27.443,26.761,22.934,22.319,29.288,34.415,35.486,30.559,34.678,36.011,40.477,42.323,39.854,35.505,40.805,44.907,51.749,54.960,53.816,52.240,51.605,49.565,26.789,21.709,20.039,18.376,13.016,20.108,15.330,6.275,3.185,0.554,0.722,0.496,1.815,1.658,1.027,12.052
10.854,9.941,4.670,4.603,2.361,0.558,1.542,4.474,3.294,4.598,12.534,12.147,15.196,16.404,17.074,16.244,18.177,22.856,48.628,47.501,46.120,45.582,45.489,43.959,35.111,33.701,30.776,29.995,26.767,26.205,29.873,34.861,35.220,30.413,34.212,33.476,37.840,39.266,36.873,32.768,36.256,40.643,48.487,51.414,50.985,49.724,49.232,47.746,22.967,18.479,18.178,16.807,11.825,18.095,13.551,6.076,3.219,0.866,0.571,0.460,1.615,0.932,0.056,10.200
15.184,14.309,7.779,7.235,5.497,3.978,4.474,4.055,3.560,3.090,8.368,8.401,10.304,11.135,11.890,13.632,14.303,18.144,41.562,40.187,40.774,39.831,40.972,43.350,32.641,30.463,25.950,25.391,21.439,21.533,23.027,27.800,27.550,22.511,26.177,24.407,28.965,30.749,29.450,25.723,31.382,36.158,46.900,43.733,43.059,41.425,42.436,40.511,22.082,19.607,14.055,11.820,8.593,14.281,11.209,4.463,3.449,3.229,3.334,3.749,4.812,4.473,4.512,17.665
14.563,13.657,6.830,6.302,4.392,2.756,3.294,3.560,2.893,2.779,9.106,8.838,11.036,12.013,12.892,14.590,15.596,19.727,43.428,42.083,42.391,41.474,42.509,44.338,33.839,31.798,27.634,26.991,23.188,23.141,24.627,29.574,29.338,24.216,27.971,26.041,30.683,32.364,30.783,26.896,31.913,36.791,47.362,45.466,44.946,43.404,44.120,42.334,21.518,18.599,14.334,12.275,8.610,14.467,10.999,4.144,2.703,2.032,1.968,2.291,3.382,2.864,2.648,15.361
16.946,16.053,8.335,7.524,5.848,4.338,4.598,3.090,2.779,1.718,6.838,6.707,8.325,9.129,10.107,13.353,13.722,17.461,39.873,38.385,39.784,38.627,40.369,44.368,32.805,30.346,25.348,24.805,20.614,20.912,21.078,25.966,25.366,20.068,23.782,21.156,25.946,27.811,26.785,23.060,29.162,34.324,46.597,41.486,40.880,39.141,40.659,38.654,20.763,18.893,11.920,9.409,6.630,12.208,9.476,3.014,2.535,2.979,3.095,3.704,4.749,4.370,4.615,18.995
6.380,5.683,10.155,11.115,11.060,10.690,12.534,8.368,9.106,6.838,-0.000,4.462,4.435,3.379,0.647,-0.000,-0.000,-0.000,30.339,28.636,28.084,27.888,26.844,27.412,13.919,10.386,1.080,1.599,-0.000,-0.000,8.543,11.959,14.065,9.727,13.430,20.253,24.122,27.967,28.777,25.857,42.283,44.790,52.482,40.425,36.099,32.828,35.600,30.867,40.062,39.330,19.376,14.885,14.220,20.821,20.408,9.758,11.375,13.873,16.900,17.597,18.921,21.851,24.739,43.249
16.106,15.439,13.040,12.830,12.246,11.525,12.147,8.401,8.838,6.707,4.462,7.145,7.392,7.196,6.633,6.050,4.722,6.713,31.082,29.627,30.910,30.123,31.058,34.813,23.446,20.613,14.025,14.069,9.184,10.001,14.053,17.545,17.817,13.588,16.682,17.648,21.443,23.945,24.252,21.560,31.657,35.187,45.089,35.453,33.400,31.171,33.589,30.646,28.618,28.333,15.149,11.884,11.090,15.973,15.178,8.388,9.583,11.666,13.059,13.837,14.792,15.893,17.514,32.611
18.313,17.740,15.735,15.447,15.219,14.751,15.196,10.304,11.036,8.325,4.435,7.392,7.052,6.618,5.944,5.844,3.974,5.302,27.141,25.719,27.575,26.754,27.949,32.743,21.655,18.733,11.922,12.110,7.277,8.322,11.760,14.729,14.872,11.028,13.753,14.715,18.156,20.661,21.488,19.268,29.805,32.992,42.833,31.282,29.131,26.890,29.751,26.775,29.055,29.689,14.964,11.566,11.690,15.896,15.914,9.881,11.829,14.692,16.269,17.189,18.025,19.338,21.317,36.352
17.122,16.581,16.148,16.082,16.079,15.769,16.404,11.135,12.013,9.129,3.379,7.196,6.618,5.939,4.791,3.258,1.005,2.022,25.723,24.282,25.913,25.216,26.066,30.461,19.188,16.137,8.796,9.126,3.982,5.127,10.111,12.854,13.332,9.646,12.339,14.493,17.785,20.531,21.614,19.530,31.354,34.174,43.393,30.909,28.290,25.863,28.895,25.584,31.509,32.333,15.943,12.301,12.741,17.023,17.378,10.879,13.123,16.275,18.224,19.159,20.021,21.758,24.083,39.577
11.674,11.142,14.869,15.517,15.818,15.730,17.074,11.890,12.892,10.107,0.647,6.633,5.944,4.791,2.402,-0.000,-0.000,-0.000,25.437,23.925,24.336,24.035,23.631,25.817,13.885,10.588,2.029,2.622,-0.000,-0.000,7.767,10.328,11.892,8.335,11.258,16.827,19.987,23.390,24.697,22.575,37.540,39.596,46.958,33.789,29.951,27.030,30.088,25.884,38.098,38.572,19.074,14.905,15.362,20.465,21.000,12.510,14.858,18.051,20.870,21.699,22.738,25.474,28.421,45.099
-0.000,-0.000,6.941,10.509,11.491,11.930,16.244,13.632,14.590,13.353,-0.000,6.050,5.844,3.258,-0.000,-0.000,-0.000,-0.000,30.123,28.439,23.049,24.429,18.641,10.167,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,3.616,5.938,11.901,8.673,12.750,31.494,34.320,40.003,41.313,38.571,63.957,63.219,62.423,50.685,42.476,37.899,40.091,32.783,62.722,60.388,32.692,27.028,26.165,35.028,35.044,18.317,19.723,21.610,27.369,27.472,29.294,35.453,40.067,59.855
-0.000,-0.000,7.977,11.698,13.056,13.741,18.177,14.303,15.596,13.722,-0.000,4.722,3.974,1.005,-0.000,-0.000,-0.000,-0.000,26.883,25.102,19.909,21.334,15.430,7.419,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,1.983,8.210,5.062,9.111,29.052,31.794,37.877,39.745,37.217,64.762,63.720,62.969,48.605,39.757,34.846,37.614,29.770,65.477,63.825,32.779,26.585,26.489,35.372,36.115,18.914,21.109,23.854,30.165,30.416,32.260,39.018,44.272,65.487
-0.000,-0.000,11.872,15.649,17.491,18.549,22.856,18.144,19.727,17.461,-0.000,6.713,5.302,2.022,-0.000,-0.000,-0.000,-0.000,22.179,20.562,15.650,17.181,11.253,3.615,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,5.649,3.338,6.736,27.146,29.125,35.078,37.505,35.730,63.286,61.414,59.337,43.762,34.806,30.015,33.024,25.280,66.783,66.074,34.154,28.045,29.002,36.833,38.543,22.468,25.361,28.738,35.253,35.562,37.217,44.259,49.839,69.728
44.117,44.854,46.679,45.986,48.381,50.129,48.628,41.562,43.428,39.873,30.339,31.082,27.141,25.723,25.437,30.123,26.883,22.179,-0.000,-0.000,3.358,3.149,5.101,12.074,16.060,16.020,16.000,16.889,18.324,19.694,13.422,9.384,8.152,11.406,8.348,7.157,4.182,3.580,6.945,10.576,10.875,8.203,6.665,-0.000,-0.000,-0.000,-0.000,-0.000,26.592,32.902,25.743,25.550,31.838,26.228,31.758,38.570,43.370,48.231,48.968,49.820,48.811,49.748,51.684,48.365
43.165,43.851,45.583,44.894,47.238,48.929,47.501,40.187,42.083,38.385,28.636,29.627,25.719,24.282,23.925,28.439,25.102,20.562,-0.000,-0.000,3.789,3.529,5.511,12.686,15.784,15.526,14.984,15.878,16.918,18.345,12.524,8.761,7.580,10.509,7.702,6.664,3.980,3.586,6.964,10.375,11.508,9.097,8.261,-0.000,-0.000,-0.000,-0.000,-0.000,26.939,33.191,24.998,24.554,30.749,25.552,31.001,37.225,42.101,47.092,47.952,48.857,47.927,48.965,51.031,48.881
35.331,35.989,42.296,42.549,44.873,46.589,46.120,40.774,42.391,39.784,28.084,30.910,27.575,25.913,24.336,23.049,19.909,15.650,3.358,3.789,5.549,5.882,5.990,8.885,12.227,12.131,11.246,12.257,12.799,13.909,14.103,10.368,10.564,13.660,11.209,13.989,11.150,11.210,14.162,17.261,20.259,16.977,12.915,3.974,2.805,2.780,4.690,4.353,33.663,38.403,30.118,29.617,34.786,30.796,35.535,39.332,43.245,47.071,48.537,49.050,48.360,50.153,52.295,49.800
37.073,37.706,42.452,42.426,44.660,46.295,45.582,39.831,41.474,38.627,27.888,30.123,26.754,25.216,24.035,24.429,21.334,17.181,3.149,3.529,5.882,6.024,6.669,10.715,13.717,13.542,12.703,13.644,14.244,15.413,13.950,10.392,10.194,13.075,10.654,12.262,9.619,9.582,12.548,15.584,18.073,15.206,12.333,2.832,1.976,2.003,4.101,3.919,31.510,36.496,28.378,27.872,33.125,29.007,33.758,38.012,42.068,46.105,47.363,47.978,47.258,48.784,50.846,48.733
30.391,31.030,40.353,41.196,43.575,45.347,45.489,40.972,42.509,40.369,26.844,31.058,27.949,26.066,23.631,18.641,15.430,11.253,5.101,5.511,5.990,6.669,5.652,6.174,9.292,9.164,7.727,8.855,8.887,9.885,14.029,10.309,11.386,14.533,12.339,17.661,14.768,15.232,18.059,20.973,25.729,21.927,16.120,8.066,6.109,5.798,7.397,6.512,38.309,42.294,32.991,32.292,36.998,33.817,38.278,40.412,43.954,47.304,49.276,49.604,49.075,51.465,53.824,51.686
16.666,17.302,35.242,37.837,40.222,42.092,43.959,43.350,44.338,44.368,27.412,34.813,32.743,30.461,25.817,10.167,7.419,3.615,12.074,12.686,8.885,10.715,6.174,-0.000,2.924,3.304,1.719,3.059,2.531,2.885,17.826,13.902,17.499,21.266,19.501,31.795,28.339,29.455,31.473,34.009,41.463,35.794,23.308,21.007,17.282,16.609,16.540,14.698,50.524,51.738,43.236,42.671,45.543,44.231,47.441,45.594,47.269,48.316,51.305,50.850,50.696,54.397,56.775,52.895
8.624,8.844,26.458,29.157,31.185,32.623,35.111,32.641,33.839,32.805,13.919,23.446,21.655,19.188,13.885,-0.000,-0.000,-0.000,16.060,15.784,12.227,13.717,9.292,2.924,0.366,-0.000,-0.000,-0.000,-0.000,-0.000,10.728,8.954,13.060,14.266,14.492,28.339,27.178,29.957,32.075,32.881,47.064,43.352,36.180,28.543,23.285,21.160,22.399,18.575,53.812,54.500,37.768,35.168,37.319,39.309,41.874,35.243,37.443,39.508,43.517,43.451,43.943,48.520,51.933,57.301
6.947,7.087,24.892,27.626,29.670,31.074,33.701,30.463,31.798,30.346,10.386,20.613,18.733,16.137,10.588,-0.000,-0.000,-0.000,16.020,15.526,12.131,13.542,9.164,3.304,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,8.233,6.858,11.103,11.769,12.411,26.788,26.110,29.337,31.626,32.118,48.248,44.909,38.989,29.470,23.749,21.233,22.920,18.550,55.029,55.811,36.464,33.293,35.503,38.184,40.808,33.084,35.619,38.149,42.500,42.565,43.196,48.091,51.886,59.626
0.126,0.087,20.572,23.779,26.007,27.443,30.776,25.950,27.634,25.348,1.080,14.025,11.922,8.796,2.029,-0.000,-0.000,-0.000,16.000,14.984,11.246,12.703,7.727,1.719,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,1.565,1.003,6.158,5.673,7.383,24.808,25.148,29.725,32.485,32.233,54.359,51.445,47.284,33.338,25.927,22.280,24.948,18.883,61.301,62.047,35.308,30.587,32.890,37.586,40.392,29.118,32.402,35.941,41.514,41.802,42.847,48.982,53.937,67.579
0.709,0.649,20.244,23.329,25.422,26.761,29.995,25.391,26.991,24.805,1.599,14.069,12.110,9.126,2.622,-0.000,-0.000,-0.000,16.889,15.878,12.257,13.644,8.855,3.059,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,2.493,2.078,7.051,6.458,8.202,24.968,25.409,29.860,32.468,32.122,53.556,50.866,47.082,33.665,26.511,22.959,25.530,19.642,59.937,60.557,34.733,30.142,32.246,36.930,39.529,28.475,31.584,34.950,40.317,40.597,41.633,47.530,52.292,65.726
-0.000,-0.000,16.076,19.555,21.658,22.934,26.767,21.439,23.188,20.614,-0.000,9.184,7.277,3.982,-0.000,-0.000,-0.000,-0.000,18.324,16.918,12.799,14.244,8.887,2.531,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,4.509,2.945,5.607,24.688,25.993,31.443,34.206,33.146,58.863,56.584,54.040,38.101,29.720,25.337,28.456,21.323,64.527,64.770,34.060,28.380,30.210,36.632,39.067,25.097,28.476,32.286,38.498,38.883,40.268,47.016,52.508,70.279
-0.000,-0.000,15.588,19.119,21.109,22.319,26.205,21.533,23.141,20.912,-0.000,10.001,8.322,5.127,-0.000,-0.000,-0.000,-0.000,19.694,18.345,13.909,15.413,9.885,2.885,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.334,6.103,4.591,7.255,26.340,27.602,32.937,35.475,34.352,59.439,57.117,54.085,39.396,31.139,26.863,29.682,22.694,64.317,64.191,34.715,29.243,30.735,37.207,39.350,25.373,28.386,31.772,37.853,38.141,39.530,46.152,51.426,68.498
21.542,21.489,26.641,27.084,28.488,29.288,29.873,23.027,24.627,21.078,8.543,14.053,11.760,10.111,7.767,3.616,-0.000,-0.000,13.422,12.524,14.103,13.950,14.029,17.826,10.728,8.233,1.565,2.493,-0.000,-0.000,6.317,6.298,7.310,6.241,7.082,11.927,12.834,15.282,17.809,17.877,30.054,30.046,33.937,19.281,16.049,13.944,17.292,14.147,37.600,40.607,22.125,18.820,21.952,23.467,26.382,22.492,26.359,30.841,33.548,34.482,34.855,37.642,40.875,51.904
24.197,24.339,30.885,31.418,33.252,34.415,34.861,27.800,29.574,25.966,11.959,17.545,14.729,12.854,10.328,5.938,1.983,-0.000,9.384,8.761,10.368,10.392,10.309,13.902,8.954,6.858,1.003,2.078,-0.000,0.334,6.298,5.214,6.247,6.258,6.292,11.498,11.426,13.532,16.448,17.362,28.570,27.541,29.318,14.778,11.646,9.852,13.118,10.334,38.520,42.245,24.425,21.518,25.514,25.753,29.477,27.084,31.345,36.070,38.810,39.700,39.836,42.749,46.071,54.533
